id,author_name,role,book_list,book_count
847,"Adams, Annmarie",,['Medicine by design: the architect and the modern hospital 1893-1943'],1
848,"Dean, John",,['Medium density housing in Australia'],1
849,"Kitchener, Betty",,['Mental health first aid manual'],1
85,3DReid,,"[""Architect's handbook of practice management""]",1
850,Corticiera Amormin,,['Metamorphosis'],1
851,"Littlefield, David",,['Metric handbook: planning and design data'],1
852,National Capital Development Commission,,"['The High Court of Australia', 'Parliamentary Zone Development Plan', 'Metropolitan Canberra : policy plan, development plan', 'Parliamentary zone: planning and design study']",4
853,"Steenbergen, Clemens M",,['Metropolitan landscape architecture: urban parks and landscapes'],1
854,"Johnson, Philip",,['Mies van der Rohe'],1
855,"Kleinman, Kent",,['Mies van der Rohe: the Krefeld villas'],1
856,"Van Duzer, Leslie",,['Mies van der Rohe: the Krefeld villas'],1
857,"Papert, Seymour",,"['Mindstorms : children, computers, and powerful ideas']",1
858,"Pawson, John",,['Minimum'],1
859,"Taylor, Shirley",,"['Model business letters, e-mails and other business documents']",1
86,Images Publishing Group,,"['Health spaces : a pictorial review. Volume 1', 'Architects of Australia and New Zealand', 'Transport spaces : a pictorial review._x000D_\nVolume 1', 'Building professionals of Australia: the bicentennial edition 1988']",4
860,"Sharpe, R",,['Models for regional transportation and land use planning'],1
861,"Wright, T",,['Models for regional transportation and land use planning'],1
862,"Mitchell, J",,['Models for regional transportation and land use planning'],1
863,"Marriage, Guy",editor,['Modern apartment design'],1
864,"Mackay, David",,"['The Oympic Village Barcelona 92 : architecture, parks, leisure port', 'Modern Architecture in Barcelona 1854 - 1939']",2
865,"Watts, Andrew",,['Modern construction handbook'],1
866,"Worpole, Ken",,['Modern hospice design: the architecture of palliative care'],1
867,"Bingham, Neil",,['Modern retro; living with mid-century modern style'],1
868,"Weaving, Andrew",,['Modern retro; living with mid-century modern style'],1
869,"Hille, R Thomas",,['Modern schools: a century of design for education'],1
87,"Cooke, J R",,"['Architects, engineers and the law']",1
870,"Blyth, Alastair et al",,['Modernising secondary school buildings in Portugal'],1
871,"Stephen, Ann",,"['Modernism and Australia : documents on art, design and architecture 1917-1967']",1
872,"McNamara, Andrew",,"['Modernism and Australia : documents on art, design and architecture 1917-1967']",1
873,"Serraino, Pierluigi",,['Modernism rediscovered'],1
874,"Shulman, Julius",,['Modernism rediscovered'],1
875,Donovan Hill,,"['Monash University: The Law, Business and Economics Complex']",1
876,OMA,,"['S,M,L,XL : small, medium, large, extra-large - office for metropolitan architecture - Rem Koolhaas and Bruce Mau', 'Monash University: The Law, Business and Economics Complex']",2
877,"Hunter, Rod",,['More accessible housing for independent living : a guide to designing and adapting dwellings for the aged and people with disabilities'],1
878,"Schwarz, Rudolf",,['More than furniture : Wilkhahn an enterprise in its time'],1
879,"Hensel, Michael",editor,['Morpho-ecologies'],1
88,Royal Australian Institute of Architects (RAIA),,"['Architectural office profile and financial benchmarking report No 3.', 'Architectural Competitions Handbook', 'Sydney since the Opera House : an architectural walking guide', 'Guiding principles for balanced and insurable client/architect agreements']",4
880,"Menges, Achim",editor,['Morpho-ecologies'],1
881,Braun,,['Move! best of gym design'],1
882,"Gardner, Howard",,"['The unschooled mind: how children think and how schools should teach', 'Multiple intelligences: new horizons']",2
883,Multiplex Constructions,,['Multiplex : the well built Australian'],1
884,"Grantham, Rob",,['Multi-storey timber frame buildings : a design guide'],1
885,"Enjily, Vahik",,['Multi-storey timber frame buildings : a design guide'],1
886,"Bruhn, Cameron",editor,['Multitudes: Hassell 1938-2013'],1
887,"Sanin, Francisco",,['Munster City Library: Architekturbu¨ro Bolles-Wilson + Partner'],1
888,"Dobney, Stephen",,['Murphy / Jahn : selected and current works'],1
889,National Capital  Development Commission,,['Museum of Australia report on siting [National Museum of Australia]'],1
89,"Melet, Ed",,"['Sustainable architecture : towards a diverse built environment', 'Architectural detail : Dutch architects visualise their concepts']",2
890,"Leydecker, Sylvia",,"['Nano materials in architecture, interior architecture and design']",1
891,"Fukasawa, Naoto",,['Naoto Fukasawa'],1
892,"Friedman, AVI",,['Narrow houses: new directions in efficient energy design'],1
893,National Capital Planning Authority,,"['National capital plan : the national responsibility for designated areas - Draft proposals Volume 1', 'National capital plan : the national responsibility for designated areas - Draft proposals Volume 2']",2
894,"Fitzgerald, Alan",,"['Victory : 1945, war & peace', 'National Science and Technology Centre [Booklet compiled for opening]']",2
895,Construction Information Systems Australia,,"['NATSPEC Simple office fitout 2021', 'Timber in context : a guide to sustainable use', 'NATSPEC Simple domestic specification 2021', 'Specifying trees : a guide to assessment of tree quality']",4
896,"Grundei, Paul",editor,['Negotiating spaces: the new exhibition building of the Museum of Contemporary Art in Leipzig'],1
897,"Polman, Paul",,['Net positive: how courageous companies thrive by giving more than they take'],1
898,"Winston, Andrew",,['Net positive: how courageous companies thrive by giving more than they take'],1
899,"Voss, Karsten",,['Net zero energy buildings: international projects of carbon neutral buildings'],1
9,"Cowen, Andrew",,['3 + 2'],1
90,"Allen, Edward",,"['Architectural detailing: function, construction, aesthetics', 'Fundamentals of building construction: materials and methods']",2
900,"Musall, Eike",,['Net zero energy buildings: international projects of carbon neutral buildings'],1
901,"Burke, Anthony",editor,['Network practices: new strategies in architecture and design'],1
902,"Marsden, Jane Doughty",,['New Asian style: contemporary tropical living in Singapore'],1
903,"Silva, Roberto",,['New Brazilian gardens: the legacy of Burle Marx'],1
904,"Gemzoe, Lars",,['New city spaces'],1
905,"Bull, Catherine",,['New conversations with an old landscape: landscape architecture in contemporary Australia'],1
906,"Bridle, James",,['New dark age: technology and the end of the future'],1
907,"Pieris, Anoma",,['New directions in tropical Asian architecture'],1
908,"Laing, Andrew",,['New environments for working : the re-design of offices and environmental systems for new ways of working'],1
909,"Mu¨ller, Anna",editor,['New exhibition design 1900-2000'],1
91,"Pyo, Mi Young",editor,['Architectural diagrams 1'],1
910,"Leonardi, Nicola",,['New forms: plans and details for contemporary architects'],1
911,The Plan,,['New forms: plans and details for contemporary architects'],1
912,"Schirmer, Christoph",,['New hospital buildings in Germany'],1
913,International Federation of Library Associations and Institutions (IFLA),,['New libraries in old buildings: creative reuse'],1
914,"Hauke, Petra (et al)",,['New libraries in old buildings: creative reuse'],1
915,"Quartino, Daniela Santos",,['New lobbies and waiting rooms'],1
916,"Petterson, Eduard",,['New minimalist architecture'],1
917,"Institute for the History and Theory of Architecture, Faculty of Architecture ETH Zurich",,['New Monte Rosa Hut SAC: self-sufficient building in the high Alps'],1
918,"Broto, Carles",editor,"['Office interiors and businss buildings', 'Superb shops', 'New playground design: design guidelines and case studies']",3
919,"Gaventa, Sarah",,['New public spaces'],1
92,"Dernie, David",,['Architectural drawing'],1
920,"Bishop, Karen",,"['New roles, skills and capabilities for the knowledge-focused organisation']",1
921,The One Umbrella,,"['New roles, skills and capabilities for the knowledge-focused organisation']",1
922,"Popp, Verena",,['New Zealand journey'],1
923,"Popp, Georg",,['New Zealand journey'],1
924,"Apse, Andris",,['New Zealand landscapes'],1
925,Queensland. Department of Local Government and Planning,,"['Next generation planning: a handbook for planners, designers and developers in South East Queensland']",1
926,"Webb, Michael",,"['Norman Foster : criticism - a passion for perfection', 'The Architecture of skyscrapers']",2
927,"Blaser, Werner",,"['Norman Foster sketch book', 'Santiago Calatrava : engineering architecture']",2
928,"Branzi, Andrea",,['No-stop city'],1
929,"Scolari, Massimo",,['Oblique drawing: a history of anti-perspective'],1
93,"Pottman, Helmut (et al)",,['Architectural geometry'],1
930,"Hascher, Rainer",,['Office buildings : a design manual'],1
931,"Jeska, Simone",,['Office buildings : a design manual'],1
932,"Klauck, Birgit",,['Office buildings : a design manual'],1
933,Association of Finnish Architects' Offices ATL,,['Office buildings in Finland'],1
934,"Chueca, Pilar",,"['Office interiors', 'The art of staircases', 'Staircases: selection and details']",3
935,"Becker, Franklin",,"['Workplace by design: mapping the high-performance workscape', 'Offices at work: uncommon workspace strategies that add value and improve performance']",2
936,Victorian Workcover Authority,,[],0
937,Comcare Australia,,['Officewise'],1
938,Arts Victoria,,"['Oh, you beautiful stage: benchmarks for performing arts centres']",1
939,Victorian Association of Performing Arts Centres,,"['Oh, you beautiful stage: benchmarks for performing arts centres']",1
94,"Zahradnik, Sarah",,['Architectural guide Australia'],1
940,Beijing Institute of Architectural Design,editor,['Olympic architecture: Beijing 2008'],1
941,"Wimmer, M",,['Olympic buildings'],1
942,"Siddons, Larry",,['Olympics at 100 : a celebration in pictures'],1
943,"Donnelly, Marea",,['On a winner: 125 Years City Tattersalls Club'],1
944,"Scott, Fred",,['On altering architecture'],1
945,"White, Mason",editor,['On farming'],1
946,"Przybylski, Maya",,['On farming'],1
947,"Toussaint, John",,['On the mend: revolutionizing healthcare to save lives and transform the industry'],1
948,"Gerard, Roger",,['On the mend: revolutionizing healthcare to save lives and transform the industry'],1
949,"Adams, Emily",,['On the mend: revolutionizing healthcare to save lives and transform the industry'],1
95,"Steenson, Molly Wright",,['Architectural intelligence: how designers and architects created the digital landscape'],1
950,"Albers, Anni",,['On weaving'],1
951,Vitra Design Museum,,['One hundred masterpieces from the Vitra Design Museum Collection'],1
952,"Fiell, Charlotte",,"['One thousand chairs', 'Scandinavian Design']",2
953,"Fiell, Peter",,"['One thousand chairs', 'Scandinavian Design']",2
954,"Claudel, Matthew",,"['The City of tomorrow: sensors, networks, hackers, and the future of urban life', 'Open-source architecture']",2
955,"Hal, Anke van",,['Opting for change : sustainable building in the Netherlands'],1
956,"Lang, Robert",,['Origami design secrets: mathematical methods for an ancient art'],1
957,Australia. Department of Infrastructure and Transport,,"['Our cities, our future: a national urban policy for a productive, sustainable and liveable future']",1
958,"Kiddle, Rebecca",,"['Our voices II: the de-colonial project', 'Our voices: indigeneity and architecture']",2
959,luugigyoo patrick stewart,,"['Our voices II: the de-colonial project', 'Our voices: indigeneity and architecture']",2
96,Counter-Print,,['Architectural logos: a handbook of architectural marks of identity'],1
960,"Kelly, Kevin",,"['Out of control: the new biology of machines, social systems and the economic world']",1
961,"Choi, Hi Sun",,['Outrigger design for high-rise buildings: an output of the CTBUH Outrigger Working Group'],1
962,"Raxworthy, Julian",,['Overgrown: practices between landscape architecture and gardening'],1
963,"Sinclair, James",,['Papua New Guinea: the first 100 years'],1
964,"Tillotson, G H R",,['Paradigms of Indian architecture: space and time in representation and design'],1
965,"Moncan, Patrice de",,['Paris'],1
966,National capital Authority (NCA),,['Parliamentary zone review; outcomes'],1
967,"Tournikiotis, Panayotis",editor,['Parthenon and its impact on modern times'],1
968,"Patching, Alan",,['Partnering and personal skills for project management mastery'],1
969,"Savoir, Lou Andrea",,['Pattern design: applications and variations'],1
97,"Dunn, Nick",,['Architectural modelmaking'],1
970,"Schmidt, Petra",,"['Patterns in design, art and architecture', 'Patterns 2: design, art and architecture']",2
971,"Tietenberg, Annette",,"['Patterns in design, art and architecture', 'Patterns 2: design, art and architecture']",2
972,"Wollheim, Ralf",,"['Patterns in design, art and architecture', 'Patterns 2: design, art and architecture']",2
973,"Surya, Shirley",,"['Patterns: design, architecture, interiors']",1
974,"Spiro, Annette",,['Paulo Mendes da Rocha : works and projects'],1
975,"MacArthur, John (et al)",,['Pavilion propositions: nine points on an architectural phenomenon'],1
976,"Keil, Andreas",,"['Pedestrian bridges: ramps, walkways, structures']",1
977,"Fruin, John",,['Pedestrian planning and design'],1
978,"Waber, Ben",,['People analytics: how social sensing technology will transform business and what it tells us about the future of work'],1
979,"Boddy, Adrian",editor,['People and place : the contemporary architecture of Brisbane 1995'],1
98,"Colanzi, Roberto",,['Architectural office profile and financial benchmarking report No 3.'],1
980,"Nesbitt, Heather",,['People places : a guide for public library buildings in New South Wales'],1
981,Francis-Jones Morehen Thorp (FJMT),,['People places: a guide for public library buildings in New South Wales'],1
982,"Blundell Jones, Peter",,['Peter Hubner: building as a social process'],1
983,"Leplastrier, Richard",,['Peter Stutchbury: of people and places: between the bush and the beach'],1
984,"Warren, Neilsen",,['Peter Stutchbury: of people and places: between the bush and the beach'],1
985,"Joy, Rick",,"['Rick Joy: desert works', 'Peter Stutchbury: selected projects']",2
986,"Durisch, Thomas",editor,['Peter Zumthor : Buildings and Projects 1985-2013'],1
987,"Hauser, Sigrid",,['Peter Zumthor Therme Vals'],1
988,"Zumthor, Peter",,"['Peter Zumthor Therme Vals', 'Thinking architecture']",2
989,"Apperly, Richard",,['Pictorial guide to identifying Australian architecture : styles and terms from 1788 to the present'],1
99,"Wilson, Colin St. John",,['Architectural reflections: studies in the philosophy and practice of architecture'],1
990,"Lawrence, Joan",,"['Pictorial history of Balmain to Glebe', 'Pictorial history of Randwick']",2
991,"Warne, Catherine",,"['Pictorial history of Lower North Shore', 'Pictorial history of Balmain to Glebe']",2
992,"Sharpe, Alan",,"['Pictorial history of Blacktown and District', 'Pictorial history of Sydney']",2
993,"Whitaker, Anne-Maree",,['Pictorial history of South Sydney'],1
994,"Peden, Anne",,['Picturing architecture: graphic presentation techniques in Australian architectural practice'],1
995,"Luscombe, Desley",,"['UNSW Campus : a guide to its architecture, landscape and public art', 'Picturing architecture: graphic presentation techniques in Australian architectural practice']",2
996,"Huxtable, Ada Louise",,['Pier Luigi Nervi'],1
997,"Taylor, Brian Brace",,['Pierre Chareau - designer and architect'],1
998,"Bohl, Charles C",,"['Place making: developing town centres, main streets and urban villages']",1
999,Association for Learning Environments (A4LE),,"['Places for learning: contemporary designs in architecture 2018', 'Places for learning: contemporary learning spaces 2021', 'Places for learning: contemporary learning spaces 2020', 'Places for learning: contemporary designs in architecture 2016', 'Places for learning: contemporary learning spaces 2019']",5
